from,to,label,strength,trust,statement,quote,arrows.middle.enabled,full.quote,combo.type,definition.type,sensitivity,specificity,package,packageNote
12,22,NA,0.5,0.5,348,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,22,NA,0.5,0.5,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,22,NA,0.5,0.5,350,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,22,NA,0.5,0.5,351,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,22,NA,0.5,0.5,352,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,353,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,354,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,355,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,356,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,357,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,22,NA,0.5,0.5,358,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22,NA,0.5,0.5,359,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22,NA,0.5,0.5,360,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22,NA,0.5,0.5,361,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22,NA,0.5,0.5,362,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,363,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,364,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,365,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,366,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,367,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,22,NA,0.5,0.5,368,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,0.5,0.5,369,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,0.5,0.5,370,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,0.5,0.5,371,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,0.5,0.5,372,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,17,NA,0.5,0.5,373,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,17,NA,0.5,0.5,374,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,17,NA,0.5,0.5,375,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,17,NA,0.5,0.5,376,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,0.5,0.5,377,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,18,NA,0.5,0.5,378,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,18,NA,0.5,0.5,379,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,18,NA,0.5,0.5,380,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,0.5,0.5,381,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,0.5,0.5,382,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,19,NA,0.5,0.5,383,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,19,NA,0.5,0.5,384,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,19,NA,0.5,0.5,385,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,19,NA,0.5,0.5,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,19,NA,0.5,0.5,387,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,19,NA,0.5,0.5,388,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,19,NA,0.5,0.5,389,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,0.5,0.5,390,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,0.5,0.5,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,20,NA,0.5,0.5,392,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,20,NA,0.5,0.5,393,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,20,NA,0.5,0.5,394,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,20,NA,0.5,0.5,395,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,20,NA,0.5,0.5,396,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,20,NA,0.5,0.5,397,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,0.5,0.5,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,21,NA,0.5,0.5,399,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,21,NA,0.5,0.5,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,21,NA,0.5,0.5,401,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,21,NA,0.5,0.5,402,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,21,NA,0.5,0.5,403,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,0.5,0.5,404,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,0.5,0.5,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,22,NA,0.5,0.5,406,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,22,NA,0.5,0.5,407,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,22,NA,0.5,0.5,408,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,22,NA,0.5,0.5,409,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,22,NA,0.5,0.5,410,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,22,NA,0.5,0.5,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,22,NA,0.5,0.5,412,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,413,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,414,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,415,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,416,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,417,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,418,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,420,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,22,NA,0.5,0.5,421,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,22,NA,0.5,0.5,422,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,22,NA,0.5,0.5,423,NA,NA,NA,NA,NA,NA,NA,NA,NA
