from,to,label,strength,trust,statement,quote,full.quote,combo.type,definition.type,Interview,Positive,sensitivity,specificity
13,77,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
13,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
57,115,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
57,115,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
58,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
50,110,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
55,78,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
9,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
17,102,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
59,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
36,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
17,102,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
34,47,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
34,79,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
12,79,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
4,23,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
12,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
51,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
4,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
60,116,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
31,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
60,116,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
61,117,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
13,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,99,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
6,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
36,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
8,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
12,79,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,82,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
54,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
19,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
62,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
32,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
59,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
51,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,83,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,82,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,83,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
8,84,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
8,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
8,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
63,83,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
64,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
52,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,86,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
65,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
66,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
12,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
67,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
67,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,87,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
12,7,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
68,7,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,26,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,72,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,26,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,72,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
5,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
31,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
55,72,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
19,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
55,72,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
55,78,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
10,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
59,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
59,88,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
35,73,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
69,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
11,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
70,89,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
69,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
67,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
67,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
2,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
55,78,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
16,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
14,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
11,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
7,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
71,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
27,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
74,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
28,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
76,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,118,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
78,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
78,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,21,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,94,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
78,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
79,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,105,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
80,89,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
81,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
82,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
22,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,42,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,42,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
76,97,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
